Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Churn_Risk,User_Segment,Revenue_At_Risk
396,Female,41,Chicago,Bronze,475.25,9,3.6,True,44,Unsatisfied,1,Standard,475.25
397,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,0,Whale,0.0
398,Male,32,Miami,Silver,660.3,10,3.8,True,38,Unsatisfied,0,Standard,0.0
399,Female,36,Houston,Bronze,470.5,8,3.0,False,22,Neutral,0,Standard,0.0
400,Female,30,New York,Gold,1190.8,16,4.5,True,25,Satisfied,0,Whale,0.0
401,Male,33,Los Angeles,Silver,800.2,11,4.1,False,18,Neutral,0,Standard,0.0
402,Female,43,Chicago,Bronze,515.75,10,3.3,True,45,Unsatisfied,1,Standard,515.75
403,Male,30,San Francisco,Gold,1450.5,19,4.6,False,13,Satisfied,0,Whale,0.0
404,Male,27,Miami,Silver,710.4,13,4.1,True,60,Unsatisfied,1,Standard,710.4
405,Female,37,Houston,Bronze,430.8,7,3.4,False,29,Neutral,0,Standard,0.0
406,Female,31,New York,Gold,1160.6,15,4.5,True,33,Satisfied,0,Standard,0.0
407,Male,35,Los Angeles,Silver,820.9,12,4.3,False,16,Neutral,0,Standard,0.0
408,Female,41,Chicago,Bronze,495.25,9,3.6,True,45,Unsatisfied,1,Standard,495.25
409,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied,0,Whale,0.0
410,Male,32,Miami,Silver,660.3,10,3.8,True,39,Unsatisfied,0,Standard,0.0
411,Female,36,Houston,Bronze,440.5,8,3.1,False,24,Neutral,0,Standard,0.0
412,Female,30,New York,Gold,1200.8,16,4.7,True,25,Satisfied,0,Whale,0.0
413,Male,34,Los Angeles,Silver,780.2,11,4.1,False,17,Neutral,0,Standard,0.0
414,Female,43,Chicago,Bronze,505.75,10,3.3,True,46,Unsatisfied,1,Standard,505.75
415,Male,30,San Francisco,Gold,1460.5,20,4.8,False,14,Satisfied,0,Whale,0.0
416,Male,27,Miami,Silver,710.4,13,4.1,True,61,Unsatisfied,1,Standard,710.4
417,Female,37,Houston,Bronze,450.8,7,3.4,False,30,Neutral,0,Standard,0.0
418,Female,31,New York,Gold,1140.6,15,4.5,True,34,Satisfied,0,Standard,0.0
419,Male,35,Los Angeles,Silver,800.9,12,4.1,False,19,Neutral,0,Standard,0.0
420,Female,41,Chicago,Bronze,475.25,9,3.6,True,46,Unsatisfied,1,Standard,475.25
421,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,0,Whale,0.0
422,Male,32,Miami,Silver,660.3,10,3.8,True,40,Unsatisfied,0,Standard,0.0
423,Female,36,Houston,Bronze,470.5,8,3.0,False,26,Neutral,0,Standard,0.0
424,Female,30,New York,Gold,1190.8,16,4.5,True,27,Satisfied,0,Whale,0.0
425,Male,34,Los Angeles,Silver,780.2,11,4.2,False,18,Neutral,0,Standard,0.0
426,Female,43,Chicago,Bronze,515.75,10,3.3,True,47,Unsatisfied,1,Standard,515.75
427,Male,30,San Francisco,Gold,1450.5,19,4.6,False,14,Satisfied,0,Whale,0.0
428,Male,27,Miami,Silver,710.4,13,4.1,True,62,Unsatisfied,1,Standard,710.4
429,Female,37,Houston,Bronze,430.8,7,3.4,False,31,Neutral,0,Standard,0.0
430,Female,31,New York,Gold,1160.6,15,4.5,True,35,Satisfied,0,Standard,0.0
431,Male,35,Los Angeles,Silver,820.9,12,4.3,False,20,Neutral,0,Standard,0.0
432,Female,41,Chicago,Bronze,495.25,9,3.6,True,47,Unsatisfied,1,Standard,495.25
433,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied,0,Whale,0.0
434,Male,32,Miami,Silver,660.3,10,3.8,True,41,Unsatisfied,1,Standard,660.3
435,Female,36,Houston,Bronze,440.5,8,3.1,False,28,Neutral,0,Standard,0.0
436,Female,30,New York,Gold,1200.8,16,4.7,True,28,Satisfied,0,Whale,0.0
437,Male,34,Los Angeles,Silver,780.2,11,4.1,False,19,Neutral,0,Standard,0.0
438,Female,43,Chicago,Bronze,505.75,10,3.3,True,48,Unsatisfied,1,Standard,505.75
439,Male,30,San Francisco,Gold,1460.5,20,4.8,False,15,Satisfied,0,Whale,0.0
440,Male,27,Miami,Silver,710.4,13,4.1,True,63,Unsatisfied,1,Standard,710.4
441,Female,37,Houston,Bronze,450.8,7,3.4,False,32,Neutral,0,Standard,0.0
442,Female,31,New York,Gold,1140.6,15,4.5,True,36,Satisfied,0,Standard,0.0
443,Male,35,Los Angeles,Silver,800.9,12,4.1,False,20,Neutral,0,Standard,0.0
444,Female,41,Chicago,Bronze,475.25,9,3.6,True,48,Unsatisfied,1,Standard,475.25
445,Male,28,San Francisco,Gold,1480.1,21,4.9,False,13,Satisfied,0,Whale,0.0
446,Male,32,Miami,Silver,660.3,10,3.8,True,42,Unsatisfied,1,Standard,660.3
447,Female,36,Houston,Bronze,470.5,8,3.0,False,27,Neutral,0,Standard,0.0
448,Female,30,New York,Gold,1190.8,16,4.5,True,28,Satisfied,0,Whale,0.0
449,Male,34,Los Angeles,Silver,780.2,11,4.2,False,21,Neutral,0,Standard,0.0
450,Female,43,Chicago,Bronze,515.75,10,3.3,True,49,Unsatisfied,1,Standard,515.75
